"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"Q2IBD4","CTTB2_RAT","Cortactin-binding protein 2 (CortBP2)","Cttnbp2","Rattus norvegicus (Rat)",1649
"P00743","FA10_BOVIN","Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]","F10","Bos taurus (Bovine)",492
"Q9HCN8","SDF2L_HUMAN","Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)","SDF2L1 UNQ1941/PRO4424","Homo sapiens (Human)",221
"Q2NL21","DJC11_BOVIN","DnaJ homolog subfamily C member 11","DNAJC11","Bos taurus (Bovine)",559
"A4URH3","TPM_ERISI","Tropomyosin (allergen Eri s 1.0101)","","Eriocheir sinensis (Chinese mitten crab)",284
"P54277","PMS1_HUMAN","PMS1 protein homolog 1 (DNA mismatch repair protein PMS1)","PMS1 PMSL1","Homo sapiens (Human)",932
"P62836","RAP1A_RAT","Ras-related protein Rap-1A (EC 3.6.5.2) (Ras-related protein Krev-1)","Rap1a Krev1","Rattus norvegicus (Rat)",184
"A6N6J5","WDR35_RAT","WD repeat-containing protein 35 (Naofen)","Wdr35","Rattus norvegicus (Rat)",1170
"C4A0D9","BAP1_BRAFL","Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1)","BAP1 BRAFLDRAFT_277645","Branchiostoma floridae (Florida lancelet) (Amphioxus)",694
"P18067","RAB7A_CANLF","Ras-related protein Rab-7a","RAB7A RAB7","Canis lupus familiaris (Dog) (Canis familiaris)",207
"O08662","PI4KA_RAT","Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67)","Pi4ka Pik4ca","Rattus norvegicus (Rat)",2096
"Q5HZY0","UBXN4_RAT","UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2)","Ubxn4 Ubxd2 Ubxdc1","Rattus norvegicus (Rat)",506
"O16140","TOP2_BOMMO","DNA topoisomerase 2 (EC 5.6.2.2) (DNA topoisomerase II) (TOPOII)","TOP2","Bombyx mori (Silk moth)",1547
"Q96C36","P5CR2_HUMAN","Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2)","PYCR2","Homo sapiens (Human)",320
"A0M5A2","RS12_GRAFK","30S ribosomal protein S12","rpsL GFO_2843","Gramella forsetii (strain KT0803)",124
"Q6A009","LTN1_MOUSE","E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294) (Zfp-294)","Ltn1 Kiaa0714 Lister Rnf160 Zfp294 Znf294","Mus musculus (Mouse)",1767
"Q63413","DX39B_RAT","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Ddx39b Bat1 Bat1a Uap56","Rattus norvegicus (Rat)",428
"Q9HAU5","RENT2_HUMAN","Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)","UPF2 KIAA1408 RENT2","Homo sapiens (Human)",1272
"P19803","GDIR1_BOVIN","Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha)","ARHGDIA","Bos taurus (Bovine)",204
"Q6EV77","FUT8_PANTR","Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)","FUT8","Pan troglodytes (Chimpanzee)",575
"Q90WJ3","PAXI1_XENLA","PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein) (SMAD wing for transcriptional activation) (Protein Swift)","paxip1 K14","Xenopus laevis (African clawed frog)",1256
"Q5ZMV2","SAS6_CHICK","Spindle assembly abnormal protein 6 homolog","SASS6 SAS6 RCJMB04_1b15","Gallus gallus (Chicken)",640
"B7LVN6","RIHC_ESCF3","Non-specific ribonucleoside hydrolase RihC (EC 3.2.-.-) (Purine/pyrimidine ribonucleoside hydrolase)","rihC EFER_0023","Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)",304
"P53486","ACTB3_TAKRU","Actin, cytoplasmic 3 (Beta-actin C) [Cleaved into: Actin, cytoplasmic 3, N-terminally processed]","actbc","Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)",375
"F1Q8W0","CATIN_DANRE","Cactin (zCactin)","cactin si:dkey-158a20.4 zgc:158620","Danio rerio (Zebrafish) (Brachydanio rerio)",835
"Q503I8","NGLY1_DANRE","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)","ngly1 zgc:110561","Danio rerio (Zebrafish) (Brachydanio rerio)",644
"Q86B47","Y8611_DROME","Probable ATP-dependent RNA helicase CG8611 (EC 3.6.4.13)","CG8611","Drosophila melanogaster (Fruit fly)",975
"Q96EE3","SEH1_HUMAN","Nucleoporin SEH1 (GATOR complex protein SEH1) (Nup107-160 subcomplex subunit SEH1) (SEC13-like protein)","SEH1L SEC13L SEH1","Homo sapiens (Human)",360
"Q3KRD0","SYDM_RAT","Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)","Dars2","Rattus norvegicus (Rat)",652
"E9QHE3","RN207_DANRE","RING finger protein 207","rnf207b rnf207","Danio rerio (Zebrafish) (Brachydanio rerio)",634
"E7E2N8","GILT_CARAU","Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-)","ifi30 GILT","Carassius auratus (Goldfish)",251
"Q9VBW3","CAD96_DROME","Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)","Cad96Ca HD-14 CG10244","Drosophila melanogaster (Fruit fly)",773
"Q09453","GLRB4_CAEEL","Glycine receptor subunit beta-type 4","ggr-1 gbr-4 C09G5.1/C09G5.9","Caenorhabditis elegans",473
"Q63357","MYO1D_RAT","Unconventional myosin-Id (Myosin heavy chain myr 4)","Myo1d Myr4","Rattus norvegicus (Rat)",1006
"Q4FZQ6","PR38A_XENLA","Pre-mRNA-splicing factor 38A","prpf38a","Xenopus laevis (African clawed frog)",312
"Q2YDE9","TES_BOVIN","Testin","TES","Bos taurus (Bovine)",421
"P52907","CAZA1_HUMAN","F-actin-capping protein subunit alpha-1 (CapZ alpha-1)","CAPZA1","Homo sapiens (Human)",286
"Q6PC14","RL23_DANRE","60S ribosomal protein L23","rpl23 zgc:73149","Danio rerio (Zebrafish) (Brachydanio rerio)",140
"P16930","FAAA_HUMAN","Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)","FAH","Homo sapiens (Human)",419
"O70537","CP3AV_MESAU","Cytochrome P450 3A31 (EC 1.14.14.1) (CYPIIIA31) (Cytochrome P450 SH3A-1)","CYP3A31","Mesocricetus auratus (Golden hamster)",501
"Q96NG5","ZN558_HUMAN","Zinc finger protein 558","ZNF558","Homo sapiens (Human)",402
"P46507","PRS6B_MANSE","26S proteasome regulatory subunit 6B (ATPase MS73)","","Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)",415
"Q13641","TPBG_HUMAN","Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1)","TPBG 5T4","Homo sapiens (Human)",420
"Q9VTE0","BL1S2_DROME","Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)","Blos2 CG14145","Drosophila melanogaster (Fruit fly)",159
"Q0P563","FUCM_BOVIN","Fucose mutarotase (EC 5.1.3.29)","FUOM","Bos taurus (Bovine)",153
"P46462","TERA_RAT","Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)","Vcp","Rattus norvegicus (Rat)",806
"P26009","ITA8_CHICK","Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]","ITGA8","Gallus gallus (Chicken)",1044
"Q9VMU8","SENJU_DROME","UDP-galactose transporter senju","senju CG14040","Drosophila melanogaster (Fruit fly)",388
"A0QV10","Y2408_MYCS2","Uncharacterized oxidoreductase MSMEG_2408/MSMEI_2347 (EC 1.-.-.-)","MSMEG_2408 MSMEI_2347","Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)",275
"Q14188","TFDP2_HUMAN","Transcription factor Dp-2 (E2F dimerization partner 2)","TFDP2 DP2","Homo sapiens (Human)",446
"A8MRX0","GSOX5_ARATH","Flavin-containing monooxygenase FMO GS-OX5 (EC 1.14.13.237) (Flavin-monooxygenase glucosinolate S-oxygenase 5)","FMOGS-OX5 At1g12140 T28K15.12","Arabidopsis thaliana (Mouse-ear cress)",459
"P55274","ARRH_HELVI","Arrestin homolog","","Heliothis virescens (Tobacco budworm moth)",381
"O02751","CFDP2_BOVIN","Craniofacial development protein 2 (p97 bucentaur protein)","CFDP2 BCNT","Bos taurus (Bovine)",592
"Q14112","NID2_HUMAN","Nidogen-2 (NID-2) (Osteonidogen)","NID2","Homo sapiens (Human)",1375
"P91128","RL13_CAEEL","60S ribosomal protein L13","rpl-13 C32E8.2","Caenorhabditis elegans",207
"Q8BRT1","CLAP2_MOUSE","CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2)","Clasp2 Kiaa0627","Mus musculus (Mouse)",1286
"O75935","DCTN3_HUMAN","Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22)","DCTN3 DCTN22","Homo sapiens (Human)",186
"Q5RK09","EIF3G_RAT","Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44)","Eif3g Eif3s4","Rattus norvegicus (Rat)",320
"P69736","EDF1_RAT","Endothelial differentiation-related factor 1 (EDF-1) (Calmodulin-associated peptide 19) (CAP-19) (Multiprotein-bridging factor 1) (MBF1)","Edf1","Rattus norvegicus (Rat)",148
"Q06986","SIAH2_MOUSE","E3 ubiquitin-protein ligase SIAH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH2) (Seven in absentia homolog 2) (Siah-2) (mSiah2)","Siah2","Mus musculus (Mouse)",325
"Q92930","RAB8B_HUMAN","Ras-related protein Rab-8B","RAB8B","Homo sapiens (Human)",207
"O75486","SUPT3_HUMAN","Transcription initiation protein SPT3 homolog (SPT3-like protein)","SUPT3H SPT3","Homo sapiens (Human)",317
"Q925F4","RNF37_MOUSE","RING finger protein 37 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF37) (U-box domain-containing protein 5) (UbcM4-interacting protein 5)","Ubox5 Rnf37 Uip5","Mus musculus (Mouse)",539
"P24485","CD53_RAT","Leukocyte surface antigen CD53 (Cell surface glycoprotein CD53) (Leukocyte antigen MRC OX-44) (CD antigen CD53)","Cd53 Ox-44","Rattus norvegicus (Rat)",219
"P13590","NCAM1_CHICK","Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1)","NCAM1","Gallus gallus (Chicken)",1091
"Q07954","LRP1_HUMAN","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]","LRP1 A2MR APR","Homo sapiens (Human)",4544
"O60941","DTNB_HUMAN","Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)","DTNB","Homo sapiens (Human)",627
"Q9WTW4","TFEC_MOUSE","Transcription factor EC (TFE-C) (mTFEC)","Tfec Tcfec","Mus musculus (Mouse)",317
"Q9VZF4","FBXW7_DROME","F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (Protein archipelago)","ago CG15010","Drosophila melanogaster (Fruit fly)",1326
"Q9D1A2","CNDP2_MOUSE","Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1)","Cndp2 Cn2","Mus musculus (Mouse)",475
"Q8BZG5","RRNAD_MOUSE","Protein RRNAD1","Rrnad1","Mus musculus (Mouse)",475
"P54672","AP2M_DICDI","AP-2 complex subunit mu (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Clathrin-adaptor medium chain Apm2) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)","apm2 apm1 apmA DDB_G0277139","Dictyostelium discoideum (Slime mold)",439
"Q1JPJ2","XPP1_BOVIN","Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)","XPNPEP1","Bos taurus (Bovine)",623
"Q10469","MGAT2_HUMAN","Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.143) (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (GNT-II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II)","MGAT2","Homo sapiens (Human)",447
"Q5RBH8","ITFG2_PONAB","KICSTOR complex protein ITFG2 (Integrin-alpha FG-GAP repeat-containing protein 2)","ITFG2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",433
"Q7ZXZ2","UTP15_XENLA","U3 small nucleolar RNA-associated protein 15 homolog","utp15","Xenopus laevis (African clawed frog)",515
"Q4QRK0","MAP11_DANRE","Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)","metap1","Danio rerio (Zebrafish) (Brachydanio rerio)",386
"Q9BXW4","MLP3C_HUMAN","Microtubule-associated proteins 1A/1B light chain 3C (Autophagy-related protein LC3 C) (Autophagy-related ubiquitin-like modifier LC3 C) (MAP1 light chain 3-like protein 3) (MAP1A/MAP1B light chain 3 C) (MAP1A/MAP1B LC3 C) (Microtubule-associated protein 1 light chain 3 gamma)","MAP1LC3C","Homo sapiens (Human)",147
"Q5JKF2","RH40_ORYSJ","DEAD-box ATP-dependent RNA helicase 40 (EC 3.6.4.13)","Os01g0549400 LOC_Os01g36860 B1156H12.12-1 B1156H12.12-2 OsJ_02174","Oryza sativa subsp. japonica (Rice)",792
"Q8BH43","WASF2_MOUSE","Wiskott-Aldrich syndrome protein family member 2 (WASP family protein member 2) (Protein WAVE-2)","Wasf2 Wave2","Mus musculus (Mouse)",497
"Q6QMZ7","RL12_CHILA","60S ribosomal protein L12","RPL12","Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)",165
"Q6DGM3","RM15_DANRE","39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15)","mrpl15 zgc:92856","Danio rerio (Zebrafish) (Brachydanio rerio)",296
"Q9Y3E5","PTH2_HUMAN","Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29) (Bcl-2 inhibitor of transcription 1)","PTRH2 BIT1 PTH2 CGI-147","Homo sapiens (Human)",179
"Q5BJT7","CCD93_RAT","Coiled-coil domain-containing protein 93","Ccdc93","Rattus norvegicus (Rat)",629
"O43610","SPY3_HUMAN","Protein sprouty homolog 3 (Spry-3)","SPRY3","Homo sapiens (Human)",288
"Q9V5L3","C49A1_DROME","Probable cytochrome P450 49a1 (EC 1.14.-.-) (CYPXLIXA1)","Cyp49a1 CG18377","Drosophila melanogaster (Fruit fly)",589
"Q8CD26","S35E1_MOUSE","Solute carrier family 35 member E1","Slc35e1","Mus musculus (Mouse)",409
"P80035","LIPG_CANLF","Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3)","LIPF","Canis lupus familiaris (Dog) (Canis familiaris)",398
"Q53GI3","ZN394_HUMAN","Zinc finger protein 394 (Zinc finger protein with KRAB and SCAN domains 14)","ZNF394 ZKSCAN14","Homo sapiens (Human)",561
"Q92845","KIFA3_HUMAN","Kinesin-associated protein 3 (KAP-3) (KAP3) (Smg GDS-associated protein)","KIFAP3 KIF3AP SMAP","Homo sapiens (Human)",792
"Q8NDX2","VGLU3_HUMAN","Vesicular glutamate transporter 3 (VGluT3) (Solute carrier family 17 member 8)","SLC17A8 VGLUT3","Homo sapiens (Human)",589
"Q4R690","ZDH13_MACFA","Palmitoyltransferase ZDHHC13 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 13) (DHHC-13)","ZDHHC13 QtsA-18740","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)",622
"Q8VIG3","RSPH1_MOUSE","Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)","Rsph1 Tsga2","Mus musculus (Mouse)",301
"Q93008","USP9X_HUMAN","Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)","USP9X DFFRX FAM USP9","Homo sapiens (Human)",2554
"Q8NFA0","UBP32_HUMAN","Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32)","USP32 USP10","Homo sapiens (Human)",1604
"Q4VC12","MSS51_HUMAN","Putative protein MSS51 homolog, mitochondrial (Zinc finger MYND domain-containing protein 17)","MSS51 ZMYND17","Homo sapiens (Human)",460
"A2SKF8","G6PI_METPP","Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)","pgi Mpe_A3094","Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)",545
"P84175","RS12_CHICK","40S ribosomal protein S12","RPS12","Gallus gallus (Chicken)",132
"Q90674","LSHR_CHICK","Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LSH-R) (cLH-R)","LHCGR","Gallus gallus (Chicken)",728
"A8Y9I2","NINAB_GALME","Carotenoid isomerooxygenase (EC 1.13.11.65) (Beta-carotene 15,15'-monooxygenase and retinoid isomerase) (Beta-carotene dioxygenase and retinoid isomerase) (Neither inactivation nor afterpotential mutant B)","ninaB","Galleria mellonella (Greater wax moth)",513
"Q8CJG0","AGO2_MOUSE","Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer)","Ago2 Eif2c2 Kiaa4215","Mus musculus (Mouse)",860
"P35627","CYPX_USEUD","Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyclosporin A-binding protein) (Rotamase)","","Unspecified eudicot DB-1992",169
"Q57AX5","ODO1_BRUAB","2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)","sucA odhA BruAb1_1899","Brucella abortus biovar 1 (strain 9-941)",1004
"Q9VTC4","GALL2_DROME","MIP18 family protein galla-2","galla-2 CG7949","Drosophila melanogaster (Fruit fly)",156
"P28166","ZFH1_DROME","Zinc finger protein 1 (Zinc finger homeodomain protein 1)","zfh1 zfh-1 CG1322","Drosophila melanogaster (Fruit fly)",1054
"Q6INU8","TT30A_XENLA","Tetratricopeptide repeat protein 30A (TPR repeat protein 30A)","ttc30a ttc30","Xenopus laevis (African clawed frog)",651
"Q8BH69","SPS1_MOUSE","Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)","Sephs1 Sps1","Mus musculus (Mouse)",392
"Q9R060","NUBP1_MOUSE","Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1)","Nubp1","Mus musculus (Mouse)",320
"E9Q2Z1","CECR2_MOUSE","Cat eye syndrome critical region protein 2 homolog","Cecr2 Kiaa1740","Mus musculus (Mouse)",1453
"A7RWP6","EIF3E_NEMVE","Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6)","v1g163572","Nematostella vectensis (Starlet sea anemone)",448
"Q8BZN6","DOC10_MOUSE","Dedicator of cytokinesis protein 10 (Zizimin-3)","Dock10 Kiaa0694 Ziz3","Mus musculus (Mouse)",2150
"Q2KJ28","PGPS1_BOVIN","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase 1) (PGP synthase 1)","PGS1","Bos taurus (Bovine)",556
"P68403","KPCB_RAT","Protein kinase C beta type (PKC-B) (PKC-beta) (EC 2.7.11.13)","Prkcb Pkcb Prkcb1","Rattus norvegicus (Rat)",671
"Q9FE64","EFGM_ORYSJ","Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)","Os03g0565500 LOC_Os03g36780 OSJNBa0026A15.1","Oryza sativa subsp. japonica (Rice)",757
"Q17QG5","UB2G2_BOVIN","Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2)","UBE2G2 UBC7","Bos taurus (Bovine)",165
"A2A8Z1","OSBL9_MOUSE","Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9)","Osbpl9 Orp9","Mus musculus (Mouse)",736
"P80303","NUCB2_HUMAN","Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]","NUCB2 NEFA","Homo sapiens (Human)",420
"Q15438","CYH1_HUMAN","Cytohesin-1 (PH, SEC7 and coiled-coil domain-containing protein 1) (SEC7 homolog B2-1)","CYTH1 D17S811E PSCD1","Homo sapiens (Human)",398
"D3Z5L6","S18B1_MOUSE","MFS-type transporter SLC18B1 (Solute carrier family 18 member B1)","Slc18b1","Mus musculus (Mouse)",459
"Q62448","IF4G2_MOUSE","Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)","Eif4g2 Nat1","Mus musculus (Mouse)",906
"O75116","ROCK2_HUMAN","Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)","ROCK2 KIAA0619","Homo sapiens (Human)",1388
"B3DJT0","SART3_DANRE","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","sart3 egy si:ch211-191d15.4 wu:fc51h03","Danio rerio (Zebrafish) (Brachydanio rerio)",951
"Q32L83","BRI3_BOVIN","Brain protein I3","BRI3","Bos taurus (Bovine)",124
"P20136","GSTM2_CHICK","Glutathione S-transferase 2 (EC 2.5.1.18) (GST class-mu) (GST-CL2) (GSTM1-1)","GSTM2","Gallus gallus (Chicken)",220
"Q6NPC9","BIN3D_ARATH","Probable RNA methyltransferase At5g51130 (EC 2.1.1.-)","At5g51130 MWD22.7","Arabidopsis thaliana (Mouse-ear cress)",318
"Q9CQ66","DYT2B_MOUSE","Dynein light chain Tctex-type protein 2B (Tctex1 domain-containing protein 2)","Dynlt2b Tctex1d2","Mus musculus (Mouse)",144
