"Accession_ID","Entry.name","Protein.names","Gene.names","Organism","Length"
"P56286","IF2A_SCHPO","Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha)","tif211 SPAC3G9.09c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",306
"Q9D529","WBP2L_MOUSE","Postacrosomal sheath WW domain-binding protein (WW domain-binding protein 2-like)","Wbp2nl Pawp","Mus musculus (Mouse)",359
"Q8TCT9","HM13_HUMAN","Minor histocompatibility antigen H13 (EC 3.4.23.-) (Intramembrane protease 1) (IMP-1) (IMPAS-1) (hIMP1) (Presenilin-like protein 3) (Signal peptide peptidase)","HM13 H13 IMP1 PSL3 SPP MSTP086","Homo sapiens (Human)",377
"Q7ZW25","CHM2A_DANRE","Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a)","chmp2a bc2","Danio rerio (Zebrafish) (Brachydanio rerio)",220
"P54860","UFD2_YEAST","E4 ubiquitin-protein ligase UFD2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UFD2) (Ubiquitin conjugation factor E4) (Ubiquitin fusion degradation protein 2) (UB fusion protein 2)","UFD2 YDL190C D1255","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",961
"Q5R632","HPCL1_PONAB","Hippocalcin-like protein 1","HPCAL1","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",193
"O75582","KS6A5_HUMAN","Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RSKL)","RPS6KA5 MSK1","Homo sapiens (Human)",802
"B9DFV2","PQT3L_ARATH","E3 ubiquitin ligase PQT3-like (EC 2.3.2.27)","At5g47430 MQL5.29","Arabidopsis thaliana (Mouse-ear cress)",892
"Q5BD15","PFA4_EMENI","Palmitoyltransferase pfa4 (EC 2.3.1.225) (Protein S-acyltransferase) (PAT) (Protein fatty acyltransferase 4)","pfa4 AN1565","Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)",435
"P46283","S17P_ARATH","Sedoheptulose-1,7-bisphosphatase, chloroplastic (EC 3.1.3.37) (SED(1,7)P2ase) (Sedoheptulose bisphosphatase) (SBPase)","At3g55800 F1I16_210","Arabidopsis thaliana (Mouse-ear cress)",393
"Q23F13","CFA61_TETTS","Cilia- and flagella-associated protein 61 (CFAP61) (Flagellar-associated protein 61)","CFAP61 FAP61 TTHERM_00641200","Tetrahymena thermophila (strain SB210)",1699
"Q9P370","BUD20_SCHPO","Zinc finger protein bud20","bud20 SPAC19B12.11c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",124
"Q9LIA8","UGDH2_ARATH","UDP-glucose 6-dehydrogenase 2 (UDP-Glc dehydrogenase 2) (UDP-GlcDH 2) (UDPGDH 2) (EC 1.1.1.22) (At-UGD2)","UGD2 UGD At3g29360 MUO10.18 MUO10_6","Arabidopsis thaliana (Mouse-ear cress)",480
"Q9NV31","IMP3_HUMAN","U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2)","IMP3 C15orf12 MRPS4","Homo sapiens (Human)",184
"F4IHR4","ATCA2_ARATH","Alpha carbonic anhydrase 2 (AtaCA2) (AtalphaCA2) (EC 4.2.1.1) (Alpha carbonate dehydratase 2)","ACA2 At2g28210 T3B23.12","Arabidopsis thaliana (Mouse-ear cress)",245
"Q61239","FNTA_MOUSE","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)","Fnta","Mus musculus (Mouse)",377
"Q9LZ98","AB20I_ARATH","ABC transporter I family member 20 (ABC transporter ABCI.20) (AtABCI20) (GCN-related protein 3) (Non-intrinsic ABC protein 9)","ABCI20 NAP9 At5g02270 T1E22.30","Arabidopsis thaliana (Mouse-ear cress)",328
"Q63170","DYH7_RAT","Dynein heavy chain 7, axonemal (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7","Rattus norvegicus (Rat)",4057
"Q9D6J3","YJU2_MOUSE","Splicing factor YJU2 (Coiled-coil domain-containing protein 94)","Yju2 Ccdc94","Mus musculus (Mouse)",314
"Q9SA63","LFG4_ARATH","Protein LIFEGUARD 4 (AtLFG4)","LFG4 At1g03070 F10O3.11","Arabidopsis thaliana (Mouse-ear cress)",247
"O59713","DPH1_SCHPO","2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)","dph1 SPBC3B8.05","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",436
"P70419","GALT3_MOUSE","Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase 3) (GalNAc-T3) (pp-GaNTase 3) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3)","Galnt3","Mus musculus (Mouse)",633
"Q5QNI2","NCL1_ORYSJ","Sodium/calcium exchanger NCL1 (Na(+)/Ca(2+)-exchange protein NCL1) (OsEFCAX1) (Protein NCX-like 1) (OsNCL1)","NCL1 Os01g0212400 LOC_Os01g11414 OsJ_00857 P0031E09.40","Oryza sativa subsp. japonica (Rice)",584
"Q5REE8","RPA2_PONAB","DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (RPA135)","POLR1B","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",1136
"P08995","NO26_SOYBN","Nodulin-26 (N-26)","","Glycine max (Soybean) (Glycine hispida)",271
"F4HYJ7","DEXH3_ARATH","DExH-box ATP-dependent RNA helicase DExH3 (EC 3.6.4.13)","At1g48650 F11I4_16","Arabidopsis thaliana (Mouse-ear cress)",1197
"Q13099","IFT88_HUMAN","Intraflagellar transport protein 88 homolog (Recessive polycystic kidney disease protein Tg737 homolog) (Tetratricopeptide repeat protein 10) (TPR repeat protein 10)","IFT88 TG737 TTC10","Homo sapiens (Human)",824
"Q4UG71","PIN1_THEAN","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (TaPIN1) (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)","PIN1 TA18945","Theileria annulata",142
"Q6C537","YKT6_YARLI","Synaptobrevin homolog YKT6","YKT6 YALI0E21329g","Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)",200
"Q9PL79","TILS_CHLMU","tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)","tilS TC_0228","Chlamydia muridarum (strain MoPn / Nigg)",321
"B9RAJ0","DNPEP_RICCO","Probable aspartyl aminopeptidase (EC 3.4.11.21)","RCOM_1506700","Ricinus communis (Castor bean)",491
"F4I893","ILA_ARATH","Protein ILITYHIA","ILA At1g64790 F13O11.10","Arabidopsis thaliana (Mouse-ear cress)",2696
"Q8LQJ8","FTSH5_ORYSJ","ATP-dependent zinc metalloprotease FTSH 5, mitochondrial (OsFTSH5) (EC 3.4.24.-)","FTSH5 Os01g0574500 LOC_Os01g39260 B1151A10.26-1 OsJ_002241","Oryza sativa subsp. japonica (Rice)",715
"Q65WT0","BD31B_ORYSJ","Protein BUD31 homolog 2 (Protein G10 homolog 2)","Os05g0446300 LOC_Os05g37390 OsJ_18724 P0615D12.15","Oryza sativa subsp. japonica (Rice)",145
"Q29122","MYO6_PIG","Unconventional myosin-VI (Unconventional myosin-6)","MYO6","Sus scrofa (Pig)",1254
"E7F8F4","ASCC3_DANRE","Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12)","ascc3","Danio rerio (Zebrafish) (Brachydanio rerio)",1534
"Q00WL5","LONM_OSTTA","Lon protease homolog, mitochondrial (EC 3.4.21.53)","Ot13g03040","Ostreococcus tauri",920
"Q9NX58","LYAR_HUMAN","Cell growth-regulating nucleolar protein","LYAR PNAS-5","Homo sapiens (Human)",379
"Q9LFP3","GLYT4_ARATH","Probable glycosyltransferase At5g11130 (EC 2.4.-.-)","At5g11130/At5g11120 F2I11.10 F2I11.20 T5K6.3","Arabidopsis thaliana (Mouse-ear cress)",480
"O55029","COPB2_MOUSE","Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)","Copb2","Mus musculus (Mouse)",905
"Q43848","TKTC_SOLTU","Transketolase, chloroplastic (TK) (EC 2.2.1.1)","","Solanum tuberosum (Potato)",741
"P24044","CALM_PLAFA","Calmodulin (CaM)","","Plasmodium falciparum",149
"E9P886","TTLL5_CAEEL","Tubulin polyglutamylase ttll-5 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 5)","ttll-5 C55A6.2","Caenorhabditis elegans",730
"Q8NI36","WDR36_HUMAN","WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP)","WDR36","Homo sapiens (Human)",951
"Q08CG8","RNF44_DANRE","RING finger protein 44","rnf44 zgc:153103","Danio rerio (Zebrafish) (Brachydanio rerio)",448
"Q28EW0","TM87A_XENTR","Transmembrane protein 87A","tmem87a TGas047b06.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",541
"Q4U2R1","HERC2_MOUSE","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","Herc2 Jdf2 Kiaa0393 Rjs","Mus musculus (Mouse)",4836
"O42161","ACTB_SALSA","Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]","actb","Salmo salar (Atlantic salmon)",375
"Q0D5B9","SAP16_ORYSJ","Zinc finger AN1 and C2H2 domain-containing stress-associated protein 16 (OsSAP16)","SAP16 Os07g0569700 LOC_Os07g38240 OJ1019_E02.22","Oryza sativa subsp. japonica (Rice)",290
"Q9N1F5","GSTO1_PIG","Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)","GSTO1","Sus scrofa (Pig)",241
"Q8BI79","CCD40_MOUSE","Coiled-coil domain-containing protein 40 (Protein links)","Ccdc40 Lnks","Mus musculus (Mouse)",1192
"Q66KC4","HSDL2_XENTR","Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-)","hsdl2","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",417
"P47075","VTC4_YEAST","Vacuolar transporter chaperone 4 (Phosphate metabolism protein 3)","VTC4 PHM3 YJL012C J1345","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",721
"Q2KHZ9","GCDH_BOVIN","Glutaryl-CoA dehydrogenase, mitochondrial (GCD) (EC 1.3.8.6)","GCDH","Bos taurus (Bovine)",438
"Q9DAA6","EXOS1_MOUSE","Exosome complex component CSL4 (Exosome component 1)","Exosc1 Csl4","Mus musculus (Mouse)",195
"P25323","MYLKA_DICDI","Myosin light chain kinase A (MLCK-A) (EC 2.7.11.18)","mlkA DDB_G0279925","Dictyostelium discoideum (Slime mold)",295
"P42601","ALX_ECOLI","Putative membrane-bound redox modulator Alx","alx ygjT b3088 JW5515","Escherichia coli (strain K12)",321
"Q9SXC9","MNS5_ARATH","Alpha-mannosidase I MNS5 (EC 3.2.1.-)","MNS5 At1g27520 T17H3.2","Arabidopsis thaliana (Mouse-ear cress)",574
"Q9FL69","AGD5_ARATH","ADP-ribosylation factor GTPase-activating protein AGD5 (ARF GAP AGD5) (Protein ARF-GAP DOMAIN 5) (AtAGD5) (Protein MODIFIED TRANSPORT TO THE VACUOLE 4) (Protein NEVERSHED) (Protein ZIGA3)","AGD5 MTV4 NEV ZIG3 ZIGA3 At5g54310 MDK4.13","Arabidopsis thaliana (Mouse-ear cress)",483
"Q5R673","RIOX2_PONAB","Ribosomal oxygenase 2 (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.-) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen)","RIOX2 MINA","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",465
"Q24895","BIP_ECHMU","Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein homolog) (GRP-78 homolog) (Binding-immunoglobulin protein homolog) (BiP)","GRP78","Echinococcus multilocularis (Fox tapeworm)",649
"Q9XG77","PSA6_TOBAC","Proteasome subunit alpha type-6 (20S proteasome alpha subunit A) (20S proteasome subunit alpha-1)","PAA1 PSA1","Nicotiana tabacum (Common tobacco)",246
"Q60443","KIFC1_CRIGR","Kinesin-like protein KIFC1 (CHO2 antigen)","","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)",622
"Q09891","ATCX_SCHPO","Putative phospholipid-transporting ATPase C24B11.12c (EC 7.6.2.1)","SPAC24B11.12c","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",1402
"Q869Q2","RRS1_DICDI","Ribosome biogenesis regulatory protein homolog","rrs1 DDB_G0274521","Dictyostelium discoideum (Slime mold)",317
"P34893","CH10_ARATH","10 kDa chaperonin, mitochondrial (Chaperonin 10) (CPN10) (Protein groES)","CPN10 At1g14980 T15D22.2","Arabidopsis thaliana (Mouse-ear cress)",98
"Q8CAA7","PGM2L_MOUSE","Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (Phosphoglucomutase-2-like 1)","Pgm2l1","Mus musculus (Mouse)",621
"Q6CNW2","TIM14_KLULA","Mitochondrial import inner membrane translocase subunit TIM14 (Presequence translocated-associated motor subunit PAM18)","PAM18 TIM14 KLLA0E09438g","Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)",163
"Q10661","DPY30_CAEEL","Dosage compensation protein dpy-30 (Protein dumpy-30)","dpy-30 ZK863.6","Caenorhabditis elegans",123
"Q9QZ11","EXO1_MOUSE","Exonuclease 1 (mExo1) (EC 3.1.-.-) (Exonuclease I)","Exo1","Mus musculus (Mouse)",837
"P54319","PLAP_RAT","Phospholipase A-2-activating protein (PLA2P) (PLAP)","Plaa Plap","Rattus norvegicus (Rat)",795
"Q0WTB4","Y3725_ARATH","GTP-binding protein At3g49725, chloroplastic","At3g49725 T16K5.80","Arabidopsis thaliana (Mouse-ear cress)",620
"Q3ZBR5","TTC1_BOVIN","Tetratricopeptide repeat protein 1 (TPR repeat protein 1)","TTC1","Bos taurus (Bovine)",292
"O01666","ATPG_DROME","ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)","ATPsyngamma ATPsyn-gamma CG7610","Drosophila melanogaster (Fruit fly)",297
"Q5TYS5","SCRN2_DANRE","Secernin-2","scrn2 si:ch211-184m19.2","Danio rerio (Zebrafish) (Brachydanio rerio)",415
"Q9HD20","AT131_HUMAN","Manganese-transporting ATPase 13A1 (EC 7.2.2.-)","ATP13A1 ATP13A KIAA1825 CGI-152","Homo sapiens (Human)",1204
"Q61880","DMC1_MOUSE","Meiotic recombination protein DMC1/LIM15 homolog","Dmc1 Dmc1h Lim15","Mus musculus (Mouse)",340
"P00399","COX1_DROME","Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)","mt:CoI CoI","Drosophila melanogaster (Fruit fly)",511
"B2RW38","CFA58_MOUSE","Cilia- and flagella-associated protein 58","Cfap58","Mus musculus (Mouse)",873
"Q15782","CH3L2_HUMAN","Chitinase-3-like protein 2 (Chondrocyte protein 39) (YKL-39)","CHI3L2","Homo sapiens (Human)",390
"B2RR83","YTDC2_MOUSE","3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (Keen to exit meiosis leaving testes under-populated protein) (Ketu) (YTH domain-containing protein C2) (mYTHDC2)","Ythdc2","Mus musculus (Mouse)",1445
"Q54PK4","SMC2_DICDI","Structural maintenance of chromosomes protein 2","smc2 DDB_G0284499","Dictyostelium discoideum (Slime mold)",1184
"Q9T034","SYFA_ARATH","Phenylalanine--tRNA ligase alpha subunit, cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)","At4g39280 T22F8.180","Arabidopsis thaliana (Mouse-ear cress)",485
"Q9XF61","PDI_DATGL","Protein disulfide-isomerase (PDI) (EC 5.3.4.1)","PDI","Datisca glomerata (Durango root)",507
"P48510","DSK2_YEAST","Ubiquitin domain-containing protein DSK2","DSK2 SHE4 YMR276W YM8021.02","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",373
"Q4G0U5","PCDP1_HUMAN","Cilia- and flagella-associated protein 221 (Primary ciliary dyskinesia protein 1)","CFAP221 PCDP1","Homo sapiens (Human)",840
"Q8ICR0","CDPK2_PLAF7","Calcium-dependent protein kinase 2 (EC 2.7.11.1) (PfCDPK2)","CPK2 CDPK2 MAL6P1.108 PFF0520w","Plasmodium falciparum (isolate 3D7)",509
"Q9FN32","YIPL7_ARATH","Protein yippee-like At5g53940","At5g53940 K19P17.11","Arabidopsis thaliana (Mouse-ear cress)",129
"Q8NFJ9","BBS1_HUMAN","Bardet-Biedl syndrome 1 protein (BBS2-like protein 2)","BBS1 BBS2L2","Homo sapiens (Human)",593
"Q9CWH5","TRM11_MOUSE","tRNA (guanine(10)-N2)-methyltransferase homolog (EC 2.1.1.-) (tRNA guanosine-2'-O-methyltransferase TRM11 homolog)","Trmt11","Mus musculus (Mouse)",460
"Q9FJR0","RENT1_ARATH","Regulator of nonsense transcripts 1 homolog (EC 3.6.4.-) (ATP-dependent helicase UPF1)","UPF1 LBA1 At5g47010 MQD22.15","Arabidopsis thaliana (Mouse-ear cress)",1254
"Q86L99","GACHH_DICDI","Rho GTPase-activating protein gacHH (GTPase activating factor for raC protein HH)","gacHH DDB_G0272080","Dictyostelium discoideum (Slime mold)",1523
"Q8T882","TADH_ARAIR","Tauropine dehydrogenase (TaDH) (EC 1.5.1.23) (NAD: tauropine oxidoreductase)","tadh","Arabella iricolor (Opal worm)",397
"Q54DD3","GCST_DICDI","Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT)","gcvT DDB_G0292326","Dictyostelium discoideum (Slime mold)",403
"Q49W60","NMO_STAS1","Probable nitronate monooxygenase (NMO) (EC 1.13.12.-) (Propionate 3-nitronate monooxygenase) (P3N monooxygenase)","SSP1854","Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)",355
"Q55A45","RSMB_DICDI","Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)","snrpb DDB_G0272320","Dictyostelium discoideum (Slime mold)",274
"Q8WYR4","RSPH1_HUMAN","Radial spoke head 1 homolog (Cancer/testis antigen 79) (CT79) (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)","RSPH1 TSA2 TSGA2","Homo sapiens (Human)",309
"Q9P1Q0","VPS54_HUMAN","Vacuolar protein sorting-associated protein 54 (Hepatocellular carcinoma protein 8) (Tumor antigen HOM-HCC-8) (Tumor antigen SLP-8p)","VPS54 HCC8","Homo sapiens (Human)",977
"Q9DAK2","PACRG_MOUSE","Parkin coregulated gene protein homolog (Hypertension-related protein 1-like protein) (PARK2 coregulated gene protein)","Pacrg","Mus musculus (Mouse)",241
"Q6DHL4","SUMO2_DANRE","Small ubiquitin-related modifier 2 (SUMO-2)","sumo2 zgc:92241","Danio rerio (Zebrafish) (Brachydanio rerio)",96
"Q32PF2","ACLY_BOVIN","ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)","ACLY","Bos taurus (Bovine)",1091
"Q8H8N3","TYW1_ORYSJ","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase (EC 4.1.3.44) (tRNA wybutosine-synthesizing protein 1 homolog)","TYW1 Os03g0775300 LOC_Os03g56390 OSJNBa0070N04.14","Oryza sativa subsp. japonica (Rice)",653
"P25778","ORYC_ORYSJ","Oryzain gamma chain (EC 3.4.22.-)","Os09g0442300 LOC_Os09g27030 P0046G12.22","Oryza sativa subsp. japonica (Rice)",362
"Q2S938","RL17_HAHCH","50S ribosomal protein L17","rplQ HCH_06192","Hahella chejuensis (strain KCTC 2396)",129
"Q54DW2","ERGI3_DICDI","Probable endoplasmic reticulum-Golgi intermediate compartment protein 3","ergic3 DDB_G0292002","Dictyostelium discoideum (Slime mold)",383
"Q9LFT9","RAH1E_ARATH","Ras-related protein RABH1e (AtRABH1e)","RABH1E At5g10260 F18D22.30","Arabidopsis thaliana (Mouse-ear cress)",207
"Q9Z1M4","KS6B2_MOUSE","Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (p70 ribosomal S6 kinase beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB)","Rps6kb2","Mus musculus (Mouse)",485
"A2Q9T6","HAS1_ASPNC","ATP-dependent RNA helicase has1 (EC 3.6.4.13)","has1 An01g09040","Aspergillus niger (strain CBS 513.88 / FGSC A1513)",606
"Q5U5C5","PRP31_XENLA","U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)","prpf31","Xenopus laevis (African clawed frog)",498
"Q0WU02","MTP10_ARATH","Metal tolerance protein 10 (AtMTP10)","MTP10 At1g16310 F3O9.11","Arabidopsis thaliana (Mouse-ear cress)",428
"Q28735","TMEDA_RABIT","Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (Integral membrane protein p23) (Transmembrane protein Tmp21) (p24 family protein delta-1) (p24delta1)","TMED10 TMP21","Oryctolagus cuniculus (Rabbit)",219
"A4IHR1","TT30A_XENTR","Tetratricopeptide repeat protein 30A (TPR repeat protein 30A)","ttc30a ttc30","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",651
"Q05609","CTR1_ARATH","Serine/threonine-protein kinase CTR1 (EC 2.7.11.1) (Protein CONSTITUTIVE TRIPLE RESPONSE1)","CTR1 At5g03730 F17C15_150","Arabidopsis thaliana (Mouse-ear cress)",821
"P0CM54","CANB_CRYNJ","Calcineurin subunit B (Calcineurin regulatory subunit) (Protein phosphatase 2B regulatory subunit)","CNB1 CND00260","Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)",175
"Q9P784","RL4B_SCHPO","60S ribosomal protein L4-B","rpl401 rpl4b SPBC1711.06","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)",363
"Q14692","BMS1_HUMAN","Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)","BMS1 BMS1L KIAA0187","Homo sapiens (Human)",1282
"Q4UMH6","Y381_RICFE","Putative ankyrin repeat protein RF_0381","RF_0381","Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)",1179
"O48709","PI5K3_ARATH","Phosphatidylinositol 4-phosphate 5-kinase 3 (AtPIP5K3) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 3) (Diphosphoinositide kinase 3) (PtdIns(4)P-5-kinase 3)","PIP5K3 At2g26420 T9J22.9","Arabidopsis thaliana (Mouse-ear cress)",705
"A7RM20","EIF3I_NEMVE","Eukaryotic translation initiation factor 3 subunit I (eIF3i)","v1g239264","Nematostella vectensis (Starlet sea anemone)",321
"Q9LDK9","APBLA_ARATH","Beta-adaptin-like protein A (At-bA-Ad) (At-betaA-Ad) (AP complex subunit beta-A) (Adaptor protein complex AP subunit beta-A) (Beta-adaptin A) (Clathrin assembly protein complex beta large chain A)","BETAA-AD At5g11490 F15N18.80","Arabidopsis thaliana (Mouse-ear cress)",841
"O50055","COL1_ARATH","Zinc finger protein CONSTANS-LIKE 1","COL1 At5g15850 F14F8_230","Arabidopsis thaliana (Mouse-ear cress)",355
"Q54258","STRB1_STRGA","Inosamine-phosphate amidinotransferase 1 (EC 2.1.4.2) (Aminocyclitol amidinotransferase) (ADT) (Inosamine-phosphate amidinotransferase I)","strB1","Streptomyces glaucescens",348
